ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,TRANSACTION_TYPE,NAME,MEMO/DESCRIPTION,REVENUE/EXPENSES,AMOUNT
1207,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,September SaaS Subscription,REVENUE,"57,800 "
1208,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,September SaaS Subscription,REVENUE,"35,500 "
1209,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,September SaaS Subscription,REVENUE,"25,500 "
1210,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,September SaaS Subscription,REVENUE,"41,000 "
1211,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,September SaaS Subscription,REVENUE,"47,500 "
1212,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,September SaaS Subscription,REVENUE,"53,500 "
1213,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,September SaaS Subscription,REVENUE,"38,000 "
1214,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,September SaaS Subscription,REVENUE,"42,500 "
1215,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,SynergySoft Inc,September SaaS Subscription,REVENUE,"32,000 "
1216,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"110,500 "
1217,9/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"126,000 "
1218,9/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - September,EXPENSES,"53,000 "
1219,9/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"10,600 "
1220,9/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"27,500 "
1221,9/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"13,500 "
1222,9/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
1223,9/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
1224,9/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
1225,9/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
1226,9/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,700 "
1227,9/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,600 "
1228,9/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"88,200 "
1229,9/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
1230,9/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
1231,9/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,September SaaS Subscription,REVENUE,"30,200 "
1232,9/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"86,000 "
1233,9/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
1234,9/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
1235,9/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"55,500 "
1236,9/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"105,000 "
1237,9/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"80,500 "
1238,9/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"69,500 "
1239,9/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,440 "
1240,9/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,400 "
1241,9/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,440 "
1242,9/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,560 "
1243,9/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
1244,9/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
1245,9/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
1246,9/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
1247,9/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
1248,9/30/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"51,500 "
1249,9/30/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
1250,9/30/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
1251,9/30/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
1252,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,October SaaS Subscription,REVENUE,"67,500 "
1253,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,October SaaS Subscription,REVENUE,"59,000 "
1254,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,October SaaS Subscription,REVENUE,"36,200 "
1255,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,October SaaS Subscription,REVENUE,"26,200 "
1256,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,October SaaS Subscription,REVENUE,"42,000 "
1257,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,October SaaS Subscription,REVENUE,"48,500 "
1258,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,October SaaS Subscription,REVENUE,"54,500 "
1259,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,October SaaS Subscription,REVENUE,"40,000 "
1260,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,October SaaS Subscription,REVENUE,"45,000 "
1261,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,SynergySoft Inc,October SaaS Subscription,REVENUE,"35,000 "
1262,10/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"113,000 "
1263,10/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"128,000 "
1264,10/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - October,EXPENSES,"54,500 "
1265,10/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"10,800 "
1266,10/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"30,000 "
1267,10/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"14,000 "
1268,10/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
1269,10/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
1270,10/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
1271,10/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
1272,10/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,800 "
1273,10/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,700 "
1274,10/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"89,600 "
1275,10/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
1276,10/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
1277,10/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,October SaaS Subscription,REVENUE,"31,000 "
1278,10/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"88,000 "
1279,10/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
1280,10/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
1281,10/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"56,500 "
1282,10/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"107,000 "
1283,10/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"82,000 "
1284,10/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"71,000 "
1285,10/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,520 "
1286,10/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,560 "
1287,10/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,560 "
1288,10/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,680 "
1289,10/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
1290,10/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
1291,10/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
1292,10/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
1293,10/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
1294,10/31/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"52,500 "
1295,10/31/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
1296,10/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
1297,10/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
1298,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,November SaaS Subscription,REVENUE,"68,800 "
1299,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,November SaaS Subscription,REVENUE,"60,200 "
1300,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,November SaaS Subscription,REVENUE,"37,000 "
1301,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,November SaaS Subscription,REVENUE,"27,000 "
1302,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,November SaaS Subscription,REVENUE,"43,000 "
1303,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,November SaaS Subscription,REVENUE,"49,500 "
1304,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,November SaaS Subscription,REVENUE,"55,500 "
1305,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,November SaaS Subscription,REVENUE,"42,000 "
1306,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,November SaaS Subscription,REVENUE,"47,500 "
1307,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,SynergySoft Inc,November SaaS Subscription,REVENUE,"38,000 "
1308,11/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"116,000 "
1309,11/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"131,000 "
1310,11/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - November,EXPENSES,"56,000 "
1311,11/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"11,000 "
1312,11/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"32,500 "
1313,11/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"15,000 "
1314,11/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
1315,11/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
1316,11/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
1317,11/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
1318,11/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,900 "
1319,11/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,800 "
1320,11/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"91,700 "
1321,11/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
1322,11/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
1323,11/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,November SaaS Subscription,REVENUE,"31,800 "
1324,11/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"90,000 "
1325,11/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
1326,11/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
1327,11/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"56,500 "
1328,11/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"107,000 "
1329,11/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"82,000 "
1330,11/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"71,000 "
1331,11/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,520 "
1332,11/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,560 "
1333,11/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,560 "
1334,11/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,680 "
1335,11/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
1336,11/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
1337,11/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
1338,11/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
1339,11/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
1340,11/30/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"54,000 "
1341,11/30/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
1342,11/30/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
1343,11/30/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
1344,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,December SaaS Subscription,REVENUE,"70,000 "
1345,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,December SaaS Subscription,REVENUE,"61,500 "
1346,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,December SaaS Subscription,REVENUE,"38,000 "
1347,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,December SaaS Subscription,REVENUE,"28,000 "
1348,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,December SaaS Subscription,REVENUE,"44,000 "
1349,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,December SaaS Subscription,REVENUE,"50,500 "
1350,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,December SaaS Subscription,REVENUE,"56,500 "
1351,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,December SaaS Subscription,REVENUE,"44,000 "
1352,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,December SaaS Subscription,REVENUE,"50,000 "
1353,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,SynergySoft Inc,December SaaS Subscription,REVENUE,"41,000 "
1354,12/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"119,000 "
1355,12/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"135,000 "
1356,12/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - December,EXPENSES,"57,500 "
1357,12/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"11,200 "
1358,12/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"35,000 "
1359,12/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"16,000 "
1360,12/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
1361,12/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
1362,12/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
1363,12/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
1364,12/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"5,000 "
1365,12/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,900 "
1366,12/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"94,500 "
1367,12/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
1368,12/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
1369,12/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,December SaaS Subscription,REVENUE,"32,500 "
1370,12/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"92,000 "
1371,12/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
1372,12/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
1373,12/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"56,500 "
1374,12/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"107,000 "
1375,12/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"82,000 "
1376,12/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"71,000 "
1377,12/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,520 "
1378,12/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,560 "
1379,12/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,560 "
1380,12/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,680 "
1381,12/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
1382,12/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
1383,12/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
1384,12/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
1385,12/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
1386,12/31/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"56,000 "
1387,12/31/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
1388,12/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
1389,12/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
